index,prompt,evaluation_seed,coco_id
18010,A close-up picture of a man wearing a tie.,75541,67315
21853,A little boy riding a skateboard across a cement area.,28084,306061
18582,The beach is filled with blue tents and umbrellas.,83682,361258
19389,A man that has glasses and a hat.,85297,8532
29365,A person riding a surfboard in the ocean,860,345419
11084,The truck is traveling down the rural road.,42430,435187
9160,A bench with potted plants sitting on top of it. ,21454,125476
24562,people standing in line on a hill in snow gear,76852,85682
2108,three people holding wine glasses in the air before them while seated at a dining table.,50714,550273
8800,A train is traveling across a bridge over a lake. ,17133,310906
1764,A small child riding on a blue wheeled toy.,44241,561054
26875,Three men are holding a knife together in order to cut a cake and people are standing around watching.,5103,172513
28249,This slice of pizza is rather large and ready to eat. ,39738,503148
19242,"A young child wearing a sweatsuit with a printed skeleton, green swimming goggles and a chef's hat.",65124,214871
5277,a boy carrying a big bag of food across his shoulders ,82691,44312
11559,A road block sitting over an orange and blue fire hydrant.,49950,476253
29825,A group of people watching a man in the water.,9673,235192
18292,A white tow truck with another car behind it.,28697,253506
12297,A woman and a dog sit on a city bench in this black and white photograph.,12634,198176
1043,People walking outside of a red brick building.,1722,11182
8088,A large cat sitting on a wooden bench next to a building.,42679,271943
16059,two yellow red and silver trains on their tracks ,82432,275744
2073,An airplane at its gate on an overcast day.,27903,252844
9180,The fire hydrant on the side of the street has lots of litter all over it. ,72422,363652
17896,A man brushing his teeth with a tooth brush.,42239,110587
12192,Ducks are gathered on rocks beside a body of water.,50146,337035
22213,a man outside after he threw a frizbee,61954,288576
5556,a blue bicycle a blender sand and a person,3905,456695
8938,A street light and some trees on a street.,79375,56821
10820,two brown dogs seated on a bench with their string,18107,515226
17700,Beach chairs under umbrella at populated ocean beach. ,94344,277174
12360,A herd of sheep walking across a road.,75644,317969
19497,Three elephants are walking near rocks and boulders in the habitat. ,56285,408873
18288,A trunk full of backpacks and other bags.,73985,302219
9366,A chalk sign is placed outside on a wall advertising a restaurant. ,38757,230976
6091,a man sitting at the end of a counter using a couple of tablets,65298,436273
1225,A fighter jet taking off from an airport runway.,67985,424445
9470,there is a train and a person walking on rail road tracks,7624,462342
4088,Three people standing around a brown horse with a white stripe on his face. ,14675,562232
12756,A dog with a hat strapped to its head.,93780,356544
5746,Two people are cutting into a cake at a celebration.,55417,523217
5686,A couple of airplanes sitting on top of a runway.,75704,268944
10277,there is a small bird sitting on the ledge of a building,54206,557686
9576,"A white, red and blue bus on street next to people walking.",84520,218134
5630,An old toilet outside against an old painted wall.,81345,379529
23731,Several pieces of food on a wood table including several apples.,35797,163608
4770,A bicycle is parked next to a bench. ,13464,75923
6162,A bathroom vanity with a his and hers sink.,46572,491071
24093,A skier that has just made a jump in the snow.,56470,559948
1878,A large passenger jet flying through a blue sky.,99286,370325
952,Long counter in center of room surrounded by grocery cases.,12474,565296
5278,These toilets are being used outside as decor,7836,482100
21422,A baseball player wearing a leather glove standing in the dirt.,92174,270815
23925,A white plate topped with broccoli and a dumpling.,96156,15278
23395,A person on some skis in the water.,22447,377113
25414,Two zebras walking away under the shade of a tree.,70898,335326
25474,A table topped with a pile of vegetables and a book.,34207,382210
25964,a field that has some snow and a man skiing in it,17288,176563
4138,"A bathroom with a toilet, window and tape on the floor.",50694,336113
26271,A woman holds up a book as she attempts to read in bed.,37388,207826
19075,A woman strikes a funny pose while holding a book.,66661,577277
22661,A group of people that are skiing down a mountain.,60518,205729
12019,The back of a bus riding on the street in traffic ,9580,562708
10828,"A road with traffic lights, street lights and cars ",98888,513646
22447,A man sitting on the beach with a dog holding a yellow frisbee.,44668,206417
18493,A group of men in uniform standing next to each other.,63375,325157
18261,A tug boat sitting in the middle of the harbor.,16756,285096
4793,A restroom with three mirrors above two sinks.,30618,545597
16242,A cow that is sitting on the ground in front of a motorcycle.,19845,277694
22840,Many jockies are riding horses down a beach.,71818,307569
4763,A row of motorcycles parked next to a building.,64195,572956
17759,A man holding a pair of headphones in his left hand.,90402,482605
18490,A brown bear swimming in a body of water.,44614,580698
25952,a small black clock is next to a white plate,96686,474675
10595,A yellow fire hydrant sitting next to a manhole with steam pouring out of it.,99729,440559
2204,These two cats are playing in a room that has a large TV and a laptop computer.,81078,77396
5918,A bathroom with a white sink next to a  shower.,38334,549668
21988,A man is playing with a Frisbee on a balcony.,7080,153520
25464,A painting of a woman holding a blue frisbee.,38517,25293
25970,Skateboarder performing trick on side of ramp while his shirts off,57373,99583
1770,An airplane flying through the gray sky with smoke pouring out it's back.,97954,29197
7881,A train traveling through a dark tunnel next to green brush..,48933,47718
1906,A cat standing next to a bike parked against a wall.,71503,101762
541,A colorful checkered motorcycle parked along the street.,83971,206176
16703,Two elephants are standing by the trees in the wild. ,8411,108338
4900,a giraffe and a zebra are standing in a field,19717,238700
5442,People are walking and riding motorcycles on the street,25508,296649
18372,A brown and white cow standing on a lush green field.,6784,129100
27381,A couch sitting in front of a rub on a hard wood floor.,91461,197840
17872,A group of school children pose for a class picture.,72554,331875
11574,A group of people traveling down a cobble stone street.,66693,238385
23704,A zebra standing on top of a lush green field.,79598,161569
19693,The dog is laying in the green grass with a red frisbee.,74860,408008
14646,An elephant is standing and raising it's trunk on a raised wooden floor as people watch in the background. ,11471,470932
2683,The top of the computer desk is very shiny.,68738,463132
10203,A sign for a dancing club is hanging from a building.,51593,156606
16305,An old mattress near parked trucks in the grass,64185,140435
21398,Two people skiing right up to a big lodge.,22692,523780
16048,A group of people gather underneath some umbrellas.,19850,420181
10492,A white bus route sign hanging from the side of a black pole.,12410,47395
1959,A white toilet sitting in a bathroom on a tiled floor.,94456,182056
23189,A forest filled with lots of brown horses grazing on green grass.,47069,276969
19395,A bunch of vehicles that are in the street.,83922,194331
11078,The people are eating outside of the restaurant.,35490,568883
18641,a man trying to zip a woman into a suitcase ,43836,94760
6338,a motorcycle that has some sticks on his back,96900,116455
22874,Woman taking a selfie while sticking banana in her mouth,67250,250368
27926,A table topped with sandwiches and a salad.,97474,452312
18435,A bunch of luggage that is in front of a truck.,15235,487722
25904,A DOWNHILL SKIER SHREDDING THE SLOPES OF SNOW,3218,527791
19557,a train on a track near many power lines ,49552,546524
21273,A boat is moored next to two men who are holding the reins of two people.,20887,470885
18688,a brown bull is walking on some sand water and a rock,37483,226973
20894,A lot of food that are in some baskets.,42753,378873
16982,Attendants at a fancy event wear long dresses and tuxedos.,38804,398637
8889,A small bird perched on a piece of wood.,35718,523811
27594,A girl lies on a couch with food in her hand.,93977,160913
14841,A small black and brown dog standing next to a cow.,71850,60202
20953,two bananas sitting on top of a table next to a white bowl.,20738,549518
645,A black and white photo of a teddy bear holding a cross.,42603,197792
3739,A white toilet and cup in a room.,24567,487583
23447,A squash sits on top of three bananas to form a claw.,96685,523883
18359,This is a gas station with a lot of trucks.,91642,351081
